claim_id,time_to_close,claim_amount,amount_paid,location,individuals_on_claim,linked_cases,cause
1153,135,R$ 12365.97,10154.92,RECIFE,7,FALSE,vegetable
1154,230,R$ 70195.14,50897.7,RECIFE,15,FALSE,unknown
1155,166,R$ 42298.94,34085.96,RECIFE,14,FALSE,meat
1156,192,R$ 31196.72,22654.49,SAO LUIS,9,FALSE,meat
1157,177,R$ 29464.58,20809.89,RECIFE,8,TRUE,meat
1158,283,R$ 45882.36,32596.85,NATAL,13,FALSE,meat
1159,135,R$ 20419.6,14696.23,FORTALEZA,4,FALSE,unknown
1160,198,R$ 28809.05,19529.09,SAO LUIS,8,FALSE,meat
1161,203,R$ 41335.28,32704.84,SAO LUIS,9,FALSE,unknown
1162,220,R$ 64124.27,42925.83,NATAL,12,FALSE,unknown
1163,225,R$ 42314.31,30519.16,RECIFE,12,FALSE,meat
1164,183,R$ 27386.47,25658.11,RECIFE,10,FALSE,meat
1165,227,R$ 24759.55,20386.18,RECIFE,6,FALSE,unknown
1166,261,R$ 49946.05,36415.3,RECIFE,15,FALSE,meat
1167,253,R$ 43032.17,NA,FORTALEZA,12,FALSE,meat
1168,157,R$ 21093.43,18874.11,RECIFE,8,FALSE,meat
1169,144,R$ 7795.38,5245,FORTALEZA,2,FALSE,meat
1170,174,R$ 17774.32,15929.44,FORTALEZA,11,TRUE,vegetable
1171,192,R$ 24711.32,21712.85,SAO LUIS,6,FALSE,unknown
1172,180,R$ 20247.39,15587.3,SAO LUIS,10,TRUE,vegetable
1173,172,R$ 10433.46,9971.96,RECIFE,3,TRUE,unknown
1174,140,R$ 3512.79,3310.92,RECIFE,1,FALSE,meat
1175,176,R$ 18164.95,14257.47,RECIFE,10,TRUE,vegetable
1176,283,R$ 56463.41,46033.34,FORTALEZA,13,FALSE,unknown
1177,268,R$ 45194.49,36231.05,RECIFE,10,FALSE,unknown
1178,212,R$ 34525.11,32720.36,FORTALEZA,13,FALSE,meat
1179,144,R$ 20547.66,15880.85,RECIFE,5,FALSE,unknown
1180,193,R$ 21277.65,16826.37,FORTALEZA,7,FALSE,meat
1181,221,R$ 28347.83,28144.02,SAO LUIS,11,FALSE,meat
1182,186,R$ 27284.23,25970.95,SAO LUIS,10,FALSE,meat
1183,196,R$ 34437.23,27121.4,SAO LUIS,11,FALSE,meat
1184,396,R$ 60441.69,46942.72,RECIFE,13,FALSE,unknown
1185,222,R$ 20078.08,14857.39,RECIFE,4,FALSE,unknown
1186,177,R$ 18962.44,18636.09,SAO LUIS,7,FALSE,meat
1187,209,R$ 23164.72,16116.96,RECIFE,6,FALSE,meat
1188,197,R$ 63105.1,46576.53,SAO LUIS,13,TRUE,unknown
1189,114,R$ 7826.83,7562.7,FORTALEZA,3,FALSE,meat
1190,196,R$ 33556.72,22846.44,RECIFE,9,FALSE,meat
1191,122,R$ 17005.07,14936.01,RECIFE,6,FALSE,meat
1192,243,R$ 40951.41,NA,RECIFE,11,FALSE,meat
1193,170,R$ 14858.06,12397.59,SAO LUIS,4,FALSE,unknown
1194,189,R$ 33323.96,24893.01,RECIFE,7,FALSE,unknown
1195,185,R$ 51873.71,37081.71,SAO LUIS,15,TRUE,meat
1196,177,R$ 22595.76,22110.47,NATAL,15,TRUE,vegetable
1197,100,R$ 4442.04,4374.39,SAO LUIS,1,FALSE,unknown
1198,185,R$ 27770.36,27369.7,RECIFE,8,TRUE,unknown
1199,111,R$ 16843.03,12455.18,SAO LUIS,4,FALSE,unknown
1200,174,R$ 23075.32,22966.55,RECIFE,7,FALSE,unknown
1201,174,R$ 40082.73,33327.15,RECIFE,10,FALSE,unknown
1202,240,R$ 39516.24,28561.96,SAO LUIS,11,FALSE,meat
1203,163,R$ 15045.34,NA,SAO LUIS,5,FALSE,meat
1204,168,R$ 8504,8035.24,SAO LUIS,5,TRUE,vegetable
1205,155,R$ 6729.67,4985.22,SAO LUIS,2,FALSE,meat
1206,207,R$ 40227.37,33005.57,FORTALEZA,13,FALSE,meat
1207,187,R$ 46249.66,30937.66,SAO LUIS,12,TRUE,meat
1208,212,R$ 69967.71,49518.26,RECIFE,14,FALSE,unknown
1209,204,R$ 49226.24,46805.21,RECIFE,13,FALSE,unknown
1210,193,R$ 28475.25,21514.03,SAO LUIS,14,FALSE,vegetable
1211,200,R$ 18288.65,12351.49,NATAL,4,FALSE,unknown
1212,152,R$ 6668.76,5069.04,RECIFE,3,FALSE,vegetable
1213,226,R$ 37562.76,26893.64,SAO LUIS,11,FALSE,meat
1214,151,R$ 36297.53,27925.16,SAO LUIS,11,FALSE,meat
1215,194,R$ 42109.07,35759.34,FORTALEZA,14,FALSE,meat
1216,187,R$ 25962.06,18592.51,RECIFE,7,FALSE,meat
1217,235,R$ 49108.1,39844.5,NATAL,11,FALSE,unknown
1218,178,R$ 41014.97,31168.5,RECIFE,9,FALSE,unknown
1219,238,R$ 24174.08,19729.9,FORTALEZA,6,FALSE,unknown
1220,202,R$ 45358.1,36223.34,RECIFE,10,FALSE,unknown
1221,174,R$ 9863.33,8870.58,RECIFE,6,TRUE,vegetable
1222,189,R$ 13634.19,9412.71,RECIFE,6,FALSE,vegetable
1223,188,R$ 25372.47,22241.98,FORTALEZA,9,FALSE,meat
1224,236,R$ 51578.6,40562.07,SAO LUIS,12,FALSE,unknown
1225,174,R$ 24854.02,24406.15,RECIFE,10,TRUE,meat
1226,106,R$ 4439.16,4122.36,RECIFE,2,FALSE,meat
1227,229,R$ 41652.33,29784.65,RECIFE,12,FALSE,meat
1228,139,R$ 4264.87,2956.34,NATAL,2,FALSE,vegetable
1229,232,R$ 48431.25,34641.08,RECIFE,14,NA,meat
1230,168,R$ 26475.28,25607.85,NATAL,10,FALSE,meat
1231,253,R$ 42885.89,29137.51,SAO LUIS,12,FALSE,meat
1232,195,R$ 26096.41,20208.41,NATAL,13,FALSE,vegetable
1233,205,R$ 46885.93,33407,RECIFE,13,FALSE,meat
1234,164,R$ 4254.71,3019.49,FORTALEZA,2,TRUE,vegetable
1235,200,R$ 17857.76,12990.52,RECIFE,9,FALSE,vegetable
1236,133,R$ 11692.8,8991.2,RECIFE,3,FALSE,unknown
1237,194,R$ 27643.12,19710.29,FORTALEZA,13,FALSE,vegetable
1238,124,R$ 11481.01,9315.99,RECIFE,3,FALSE,unknown
1239,126,R$ 6225.48,4514.39,FORTALEZA,2,FALSE,meat
1240,184,R$ 31803.25,27331.65,FORTALEZA,11,TRUE,meat
1241,170,R$ 30193.32,24163.91,SAO LUIS,10,FALSE,meat
1242,225,R$ 15136,11704.33,FORTALEZA,8,FALSE,vegetable
1243,155,R$ 36520.84,28481.2,NATAL,11,FALSE,meat
1244,172,R$ 39898.37,29894.89,RECIFE,9,TRUE,unknown
1245,181,R$ 23411.68,22714.07,SAO LUIS,9,TRUE,meat
1246,141,R$ 7812.71,6424.39,RECIFE,3,FALSE,meat
1247,208,R$ 34745.31,24959.01,NATAL,10,FALSE,meat
1248,203,R$ 34493.6,23682.78,SAO LUIS,7,FALSE,unknown
1249,161,R$ 28482.76,25722.65,SAO LUIS,7,FALSE,unknown
1250,178,R$ 8959.44,8599.6,RECIFE,2,TRUE,unknown
1251,164,R$ 2935.7,2422.52,RECIFE,2,TRUE,vegetable
1252,209,R$ 45827.27,35246.05,RECIFE,14,FALSE,meat
1253,166,R$ 5847.68,5250.15,SAO LUIS,3,TRUE,vegetable
1254,169,R$ 28768.26,26157.1,RECIFE,7,FALSE,unknown
1255,162,R$ 19298.13,14403.37,RECIFE,6,FALSE,meat
1256,166,R$ 11201.45,9401.32,NATAL,3,TRUE,unknown
1257,250,R$ 64412.42,49869.36,RECIFE,14,FALSE,unknown
1258,150,R$ 13181.9,10240.86,RECIFE,4,FALSE,meat
1259,278,R$ 39761.91,32727.28,SAO LUIS,13,FALSE,meat
1260,214,R$ 46468.47,35030.99,RECIFE,14,FALSE,meat
1261,176,R$ 38185.94,28749.91,RECIFE,8,TRUE,unknown
1262,172,R$ 37604.33,27054.29,NATAL,11,FALSE,meat
1263,246,R$ 37522.58,32829.27,FORTALEZA,9,FALSE,unknown
1264,166,R$ 16884.46,11801.89,NATAL,5,FALSE,meat
1265,173,R$ 28603.31,19864.6,RECIFE,8,FALSE,meat
1266,107,R$ 3427.33,2563.81,SAO LUIS,1,FALSE,meat
1267,176,R$ 26366.65,21800.96,RECIFE,9,FALSE,meat
1268,188,R$ 36397.52,33477.27,FORTALEZA,10,FALSE,unknown
1269,179,R$ 35549.11,25013.9,FORTALEZA,10,TRUE,meat
1270,153,R$ 7101.1,5668.75,RECIFE,2,NA,unknown
1271,111,R$ 4554.35,4216.74,SAO LUIS,3,FALSE,vegetable
1272,171,R$ 13909.32,10875.18,NATAL,3,TRUE,unknown
1273,179,R$ 17477.56,11857,SAO LUIS,8,TRUE,VEGETABLES
1274,141,R$ 18364.25,16058.4,RECIFE,6,FALSE,meat
1275,173,R$ 25714.34,18824.02,RECIFE,8,FALSE,meat
1276,111,R$ 5594.72,4588.11,RECIFE,2,FALSE,meat
1277,136,R$ 12799.58,9443.17,SAO LUIS,4,FALSE,meat
1278,176,R$ 20501.71,14977.81,RECIFE,10,TRUE,vegetable
1279,140,R$ 12602.06,10470.58,RECIFE,4,FALSE,meat
1280,255,R$ 40594.63,36498.23,SAO LUIS,15,FALSE,meat
1281,204,R$ 27224.91,19625.02,RECIFE,6,FALSE,unknown
1282,175,R$ 14152.76,10408.63,RECIFE,3,TRUE,unknown
1283,239,R$ 41690.21,30298.66,FORTALEZA,12,FALSE,meat
1284,185,R$ 46332.61,31050.26,SAO LUIS,9,TRUE,unknown
1285,232,R$ 54916.54,37512.31,SAO LUIS,11,FALSE,unknown
1286,166,R$ 8627.87,7915.22,SAO LUIS,2,TRUE,unknown
1287,123,R$ 7025.11,6035.64,RECIFE,2,FALSE,meat
1288,139,R$ 6594.45,5020.21,NATAL,2,FALSE,meat
1289,148,R$ 6921.24,5193.94,NATAL,1,FALSE,unknown
1290,196,R$ 41745.11,40902.81,FORTALEZA,12,FALSE,unknown
1291,262,R$ 52142.34,36403.34,RECIFE,15,FALSE,meat
1292,180,R$ 25901.23,23191.04,RECIFE,7,TRUE,unknown
1293,180,R$ 29760.75,24014.81,RECIFE,10,TRUE, Meat
1294,141,R$ 17285.24,12863.58,SAO LUIS,9,FALSE,vegetable
1295,108,R$ 8627.89,7211.98,SAO LUIS,2,FALSE,unknown
1296,140,R$ 21291.13,20775.21,SAO LUIS,14,FALSE,vegetable
1297,105,R$ 12779.38,11055.38,RECIFE,4,FALSE,meat
1298,87,R$ 3166.94,2561.43,RECIFE,2,FALSE,vegetable
1299,178,R$ 19091.34,17612.62,SAO LUIS,12,TRUE,vegetable
1300,199,R$ 58387.1,44317.7,RECIFE,13,TRUE,unknown
1301,216,R$ 49563.1,49289.29,RECIFE,14,FALSE,unknown
1302,136,R$ 9524.08,7789.74,RECIFE,3,FALSE,meat
1303,235,R$ 40510.03,31136.5,NATAL,9,FALSE,unknown
1304,185,R$ 42227.28,35953.84,RECIFE,14,TRUE,meat
1305,197,R$ 41466.06,36934.46,RECIFE,15,FALSE,meat
1306,178,R$ 25493.45,20290.66,FORTALEZA,8,FALSE,meat
1307,175,R$ 14195.58,14010.75,SAO LUIS,6,TRUE,meat
1308,186,R$ 45595.9,44445.29,SAO LUIS,13,FALSE,unknown
1309,175,R$ 18321.93,15144.13,NATAL,6,FALSE,meat
1310,187,R$ 12129.83,10569.83,FORTALEZA,3,FALSE,unknown
1311,179,R$ 33913.69,31523.33,RECIFE,9,TRUE,unknown
1312,129,R$ 9623.65,8198.57,NATAL,3,FALSE,meat
1313,169,R$ 9076.03,6250.1,SAO LUIS,2,TRUE,unknown
1314,146,R$ 7331.75,5563.67,RECIFE,2,FALSE,unknown
1315,190,R$ 24565.26,16891.5,RECIFE,11,TRUE,vegetable
1316,182,R$ 44907.75,34954.56,FORTALEZA,10,TRUE,unknown
1317,224,R$ 39343.43,28498.23,SAO LUIS,11,FALSE,meat
1318,175,R$ 26674.76,18229.64,RECIFE,5,TRUE,unknown
1319,292,R$ 20323.04,17625.46,FORTALEZA,7,FALSE,meat
1320,223,R$ 42192.17,36123.28,FORTALEZA,14,FALSE,meat
1321,220,R$ 21832.39,18147.33,SAO LUIS,5,FALSE,unknown
1322,214,R$ 28936.81,20657.77,SAO LUIS,8,FALSE,meat
1323,184,R$ 23352.9,17500.73,FORTALEZA,5,TRUE,unknown
1324,214,R$ 31123.73,25888.38,RECIFE,7,FALSE,unknown
1325,193,R$ 33644.61,26028.15,RECIFE,7,FALSE,unknown
1326,298,R$ 65437.09,52296.37,RECIFE,15,FALSE,unknown
1327,252,R$ 44568.64,37353.34,FORTALEZA,15,FALSE,meat
1328,164,R$ 9890.84,8987.69,SAO LUIS,4,FALSE,meat
1329,215,R$ 15557.13,12097.74,RECIFE,5,FALSE,meat
1330,292,R$ 61888.78,44047.63,NATAL,13,FALSE,unknown
1331,188,R$ 57130.64,39721.92,FORTALEZA,11,TRUE,unknown
1332,186,R$ 40553.67,29240.37,SAO LUIS,12,TRUE,meat
1333,148,R$ 18110.43,15369.96,RECIFE,6,FALSE,meat
1334,195,R$ 46507.27,32130.89,FORTALEZA,13,FALSE,meat
1335,185,R$ 21633.71,20338.61,SAO LUIS,8,FALSE,meat
1336,176,R$ 18077.11,14267.28,RECIFE,10,TRUE,vegetable
1337,152,R$ 20515.23,19925.53,RECIFE,6,FALSE,unknown
1338,230,R$ 31961.32,27875,NATAL,11,FALSE,meat
1339,208,R$ 39657.36,27663.18,RECIFE,11,FALSE,meat
1340,122,R$ 34812.46,29097.65,SAO LUIS,8,FALSE,unknown
1341,157,R$ 31944.1,24227.5,SAO LUIS,10,FALSE,meat
1342,427,R$ 58013.28,39244.28,RECIFE,11,FALSE,unknown
1343,151,R$ 30788.31,20735.83,NATAL,6,FALSE,unknown
1344,117,R$ 8404.89,6376.85,FORTALEZA,3,FALSE,meat
1345,192,R$ 24246.09,19125.46,RECIFE,8,FALSE,meat
1346,178,R$ 8419.64,7970.65,FORTALEZA,3,TRUE,meat
1347,133,R$ 8237.09,6635.76,FORTALEZA,2,FALSE,unknown
1348,200,R$ 41984.6,30927.89,NATAL,12,FALSE,meat
1349,164,R$ 15685.46,13579.02,NATAL,5,FALSE,meat
1350,141,R$ 6234.8,4634.88,FORTALEZA,2,FALSE,meat
1351,139,R$ 12439.75,8846.79,NATAL,4,FALSE,meat
1352,124,R$ 11111.88,8055.53,RECIFE,5,FALSE,vegetable
1353,262,R$ 58309.36,41527.4,RECIFE,12,FALSE,unknown
1354,181,R$ 23963.17,18926.83,RECIFE,13,TRUE,vegetable
1355,237,R$ 29237.9,26794.03,RECIFE,11,FALSE,meat
1356,166,R$ 8652.16,5836.26,RECIFE,2,FALSE,meat
1357,248,R$ 51215.93,50261.36,RECIFE,14,FALSE,unknown
1358,203,R$ 29770.27,21646.49,NATAL,9,FALSE,meat
1359,129,R$ 7880.78,7803.96,SAO LUIS,3,FALSE,meat
1360,242,R$ 40979.31,35705.48,SAO LUIS,14,FALSE,meat
1361,248,R$ 47442.38,37839.33,NATAL,11,FALSE,unknown
1362,162,R$ 11813.04,9681.67,RECIFE,3,FALSE,unknown
1363,199,R$ 72032.18,51776.9,SAO LUIS,15,TRUE,unknown
1364,161,R$ 10152.76,8170.62,SAO LUIS,3,FALSE,meat
1365,176,R$ 18547.05,15214.04,NATAL,10,TRUE,vegetable
1366,145,R$ 21289.31,16013.3,SAO LUIS,11,FALSE,vegetable
1367,169,R$ 8307.07,5689.18,RECIFE,4,TRUE,vegetable
1368,184,R$ 31606.91,26332.44,RECIFE,8,TRUE,unknown
1369,280,R$ 44404.47,29729.02,FORTALEZA,12,FALSE,meat
1370,147,R$ 4452.29,3858.16,FORTALEZA,1,FALSE,unknown
1371,167,R$ 6758.43,5811.08,RECIFE,2,TRUE,unknown
1372,109,R$ 15793.09,10738.95,RECIFE,4,FALSE,meat
1373,216,R$ 20854.55,13903.15,SAO LUIS,6,FALSE,meat
1374,169,R$ 21241.34,14313.41,RECIFE,4,FALSE,unknown
1375,119,R$ 6588.03,4508.27,SAO LUIS,2,FALSE,meat
1376,172,R$ 26100.58,17840.5,RECIFE,12,FALSE,vegetable
1377,167,R$ 7547.89,5441.39,FORTALEZA,4,TRUE,vegetable
1378,173,R$ 15050.42,12314.13,RECIFE,5,TRUE,meat
1379,122,R$ 10989.15,9739.61,RECIFE,4,FALSE,meat
1380,188,R$ 46523.98,38279.82,RECIFE,11,TRUE,unknown
1381,196,R$ 15221.04,12180.34,SAO LUIS,5,FALSE,meat
1382,277,R$ 49782.99,37033.15,NATAL,15,FALSE,meat
1383,175,R$ 34537.28,31088.22,RECIFE,9,FALSE,unknown
1384,208,R$ 46425.67,32468.7,RECIFE,13,FALSE,meat
1385,133,R$ 13748.17,12855.15,FORTALEZA,5,FALSE,meat
1386,167,R$ 4911.88,3347.88,RECIFE,1,TRUE,meat
1387,163,R$ 16936.7,11856.43,SAO LUIS,5,FALSE,meat
1388,328,R$ 28368.22,22211.85,RECIFE,9,FALSE,meat
1389,266,R$ 46775.6,31387.89,RECIFE,13,FALSE,meat
1390,201,R$ 49505.5,42126.83,SAO LUIS,12,FALSE,unknown
1391,226,R$ 40455.6,28041.78,SAO LUIS,11,FALSE,meat
1392,213,R$ 29380.08,20247.86,SAO LUIS,8,FALSE,meat
1393,175,R$ 10178.47,7240.79,RECIFE,2,FALSE,unknown
1394,149,R$ 21277.26,20648.21,NATAL,8,FALSE,meat
1395,176,R$ 24713.9,23633.59,NATAL,9,FALSE,meat
1396,302,R$ 64344.86,51661.17,SAO LUIS,15,FALSE,unknown
1397,134,R$ 8512.95,7148.19,RECIFE,2,FALSE,unknown
1398,157,R$ 20619.94,14226.94,NATAL,4,FALSE,unknown
1399,190,R$ 38723.74,32463.54,FORTALEZA,13,FALSE,meat
1400,124,R$ 13702.93,13447.68,SAO LUIS,9,FALSE,vegetable
1401,147,R$ 16567.42,13016.25,FORTALEZA,4,FALSE,unknown
1402,185,R$ 28141.68,21934.07,FORTALEZA,15,TRUE,vegetable
1403,179,R$ 19496.77,14404.01,FORTALEZA,4,TRUE,unknown
1404,177,R$ 9090.83,6109.87,NATAL,2,FALSE,unknown
1405,232,R$ 35070.25,28496.12,RECIFE,11,FALSE,meat
1406,189,R$ 24048.65,23375.11,NATAL,9,FALSE,meat
1407,147,R$ 12166.1,10282.83,SAO LUIS,4,FALSE,meat
1408,198,R$ 16597.99,15641.34,SAO LUIS,4,FALSE,unknown
1409,204,R$ 35052.52,26135.51,RECIFE,10,FALSE,meat
1410,237,R$ 32466.97,31592.15,NATAL,13,FALSE,meat
1411,172,R$ 21521,17058.9,SAO LUIS,11,TRUE,VEGETABLES
1412,228,R$ 55031.95,37156.02,NATAL,15,FALSE,meat
1413,286,R$ 35362,26933.37,RECIFE,11,FALSE,meat
1414,145,R$ 25652.34,17143.43,SAO LUIS,5,FALSE,unknown
1415,283,R$ 28112.96,22472.03,RECIFE,9,FALSE,meat
1416,259,R$ 29982.19,26532.44,FORTALEZA,11,FALSE,meat
1417,263,R$ 49164.41,34461.07,FORTALEZA,14,FALSE,meat
1418,361,R$ 67030.71,44876.62,NATAL,13,FALSE,unknown
1419,265,R$ 56035.52,39433.13,RECIFE,11,FALSE,unknown
1420,146,R$ 39472.59,28499.35,RECIFE,11,FALSE,meat
1421,258,R$ 29576.41,22586.05,RECIFE,9,FALSE,meat
1422,173,R$ 28984.16,21015.98,SAO LUIS,14,TRUE,vegetable
1423,168,R$ 8963.99,6258.55,NATAL,4,TRUE,vegetable
1424,180,R$ 24718.41,21097.47,RECIFE,8,FALSE,meat
1425,117,R$ 9920.01,7005.45,RECIFE,2,FALSE,unknown
1426,157,R$ 19241.86,12899.36,RECIFE,5,FALSE,meat
1427,175,R$ 21121.1,14151.55,RECIFE,6,TRUE,meat
1428,178,R$ 23953.1,22360.83,SAO LUIS,6,TRUE,unknown
1429,183,R$ 63692.42,45703.42,RECIFE,13,TRUE,unknown
1430,148,R$ 28061.11,21047.44,RECIFE,8,FALSE,meat
1431,167,R$ 20304.47,19373.84,RECIFE,8,FALSE,meat
1432,281,R$ 62717.98,47574.26,RECIFE,14,FALSE,unknown
1433,276,R$ 43686.13,36192.32,NATAL,14,FALSE,meat
1434,185,R$ 24508.09,16675.31,RECIFE,7,TRUE,meat
1435,193,R$ 29401.48,26572.81,RECIFE,8,TRUE,unknown
1436,100,R$ 6622.1,5690.99,RECIFE,2,FALSE,meat
1437,172,R$ 23793.5,16132.99,NATAL,11,TRUE,VEGETABLES
1438,172,R$ 15734.01,15368.91,RECIFE,4,TRUE,unknown
1439,140,R$ 16288.49,11082.66,NATAL,4,FALSE,meat
1440,170,R$ 28109.12,23018.93,RECIFE,9,FALSE,meat
1441,172,R$ 6546.85,4478.46,RECIFE,2,TRUE,meat
1442,179,R$ 21329.98,14710.29,RECIFE,10,FALSE,vegetable
1443,176,R$ 31055.18,25991.52,NATAL,10,TRUE,meat
1444,193,R$ 30702.54,21333.78,SAO LUIS,9,FALSE,meat
1445,230,R$ 29007.18,22488.89,SAO LUIS,15,FALSE,vegetable
1446,170,R$ 16556.99,11766.49,FORTALEZA,5,FALSE,meat
1447,154,R$ 22713.35,16086.9,RECIFE,6,FALSE,meat
1448,220,R$ 36906.8,24705.4,RECIFE,7,FALSE,unknown
1449,219,R$ 38483.26,35295.55,SAO LUIS,10,FALSE,unknown
1450,106,R$ 10433.21,7519.99,RECIFE,2,FALSE,unknown
1451,178,R$ 35754.98,24018.5,NATAL,7,TRUE,unknown
1452,150,R$ 7383.13,5145.9,RECIFE,2,FALSE,meat
1453,228,R$ 35228.58,29859.96,SAO LUIS,12,FALSE,meat
1454,173,R$ 26236.45,21355.32,SAO LUIS,14,FALSE,vegetable
1455,185,R$ 38238.83,32766.76,RECIFE,9,TRUE,unknown
1456,169,R$ 23857.71,17153.83,RECIFE,7,FALSE,meat
1457,340,R$ 39166.8,30710.76,RECIFE,12,FALSE,meat
1458,211,R$ 15063.92,10184.39,FORTALEZA,4,FALSE,meat
1459,255,R$ 45724.22,40606.33,SAO LUIS,12,FALSE,unknown
1460,177,R$ 18953.07,16701.03,SAO LUIS,5,TRUE,unknown
1461,202,R$ 19838.2,18020.42,RECIFE,5,FALSE,unknown
1462,179,R$ 18612.65,17577.65,SAO LUIS,12,FALSE,vegetable
1463,183,R$ 54196.66,46870.39,NATAL,13,FALSE,unknown
1464,229,R$ 36771.7,34928.59,SAO LUIS,14,FALSE,meat
1465,115,R$ 16906.2,15757.86,RECIFE,6,FALSE,meat
1466,157,R$ 45271.13,31679.86,RECIFE,13,FALSE,meat
1467,175,R$ 40921.27,30409.9,SAO LUIS,9,FALSE,unknown
1468,112,R$ 9237.67,8306.79,SAO LUIS,2,FALSE,unknown
1469,168,R$ 5968.71,4931.21,SAO LUIS,3,TRUE,vegetable
1470,104,R$ 4211.61,3629.7,SAO LUIS,1,FALSE,unknown
1471,152,R$ 20901.85,16499.84,RECIFE,5,FALSE,unknown
1472,159,R$ 15136.21,14270.72,RECIFE,10,FALSE,vegetable
1473,185,R$ 66903.77,48001.78,SAO LUIS,14,TRUE,unknown
1474,164,R$ 6699.63,4910.41,RECIFE,2,FALSE,meat
1475,209,R$ 31315.09,22342.12,FORTALEZA,15,FALSE,vegetable
1476,135,R$ 24961.92,20247.56,RECIFE,6,NA,unknown
1477,177,R$ 9972.03,NA,RECIFE,2,TRUE,unknown
1478,203,R$ 37202,28815.76,RECIFE,12,FALSE,meat
1479,190,R$ 24501.86,21271.82,RECIFE,9,FALSE,meat
1480,184,R$ 56054.18,47995.66,RECIFE,14,TRUE,unknown
1481,191,R$ 45116.81,30849.69,SAO LUIS,12,TRUE,meat
1482,226,R$ 51333.75,51168,FORTALEZA,15,FALSE,unknown
1483,195,R$ 16694.85,16239.85,RECIFE,6,FALSE,meat
1484,181,R$ 32544.44,25457.08,SAO LUIS,7,TRUE,unknown
1485,217,R$ 26791.37,21885.54,RECIFE,9,FALSE,meat
1486,190,R$ 56233.42,43440.82,RECIFE,12,TRUE,unknown
1487,152,R$ 7923.2,6734.01,RECIFE,2,FALSE,unknown
1488,189,R$ 40219.97,37061.79,SAO LUIS,11,TRUE,unknown
1489,152,R$ 35668.92,35552.79,SAO LUIS,10,FALSE,unknown
1490,128,R$ 14392,9842.87,SAO LUIS,7,FALSE,vegetable
1491,226,R$ 47172.35,34307.82,NATAL,10,FALSE,unknown
1492,177,R$ 12788.84,9961.5,RECIFE,3,TRUE,unknown
1493,182,R$ 19323.64,16781.4,RECIFE,7,TRUE,meat
1494,178,R$ 52809.97,43891.55,SAO LUIS,13,TRUE,unknown
1495,173,R$ 2222.77,1516.72,RECIFE,1,TRUE,vegetable
1496,124,R$ 13470.6,13062.34,RECIFE,5,FALSE,meat
1497,111,R$ 2506.63,2185.38,SAO LUIS,1,FALSE,vegetable
1498,170,R$ 28829.92,22085.95,RECIFE,15,FALSE,vegetable
1499,164,R$ 49054.18,36642.88,SAO LUIS,15,FALSE,meat
1500,179,R$ 19985.42,18792.47,FORTALEZA,13,TRUE,vegetable
1501,166,R$ 9192.1,9048.02,SAO LUIS,3,TRUE,unknown
1502,189,R$ 27069.7,23561.6,SAO LUIS,9,FALSE,meat
1503,134,R$ 17360.11,13429.72,RECIFE,5,FALSE,meat
1504,201,R$ 37243.28,28608.99,SAO LUIS,11,FALSE,meat
1505,229,R$ 51029.44,38519.92,RECIFE,11,FALSE,unknown
1506,124,R$ 7764.27,5980.99,NATAL,2,FALSE,meat
1507,194,R$ 29244.32,21170.05,RECIFE,8,FALSE,meat
1508,195,R$ 56822.73,48310.82,RECIFE,14,TRUE,unknown
1509,176,R$ 21380.64,21037.26,NATAL,8,TRUE,meat
1510,171,R$ 13126.91,12356.35,RECIFE,5,FALSE,meat
1511,175,R$ 22681.57,22441.15,RECIFE,6,TRUE,unknown
1512,184,R$ 36608.36,28245.95,RECIFE,8,TRUE,unknown
1513,126,R$ 6475.01,4379.2,FORTALEZA,2,FALSE,meat
1514,156,R$ 20735.01,15749.26,SAO LUIS,4,FALSE,unknown
1515,180,R$ 18425.53,14823.79,FORTALEZA,10,TRUE,vegetable
1516,189,R$ 51287.38,41727.59,SAO LUIS,12,TRUE,unknown
1517,211,R$ 26566.62,18534.06,SAO LUIS,12,FALSE,vegetable
1518,199,R$ 41002.54,30012.42,RECIFE,12,FALSE,meat
1519,134,R$ 25654.05,19039.82,RECIFE,8,FALSE,meat
1520,176,R$ 18590.31,NA,FORTALEZA,5,TRUE,meat
1521,326,R$ 53283.05,36234.79,FORTALEZA,14,FALSE,meat
1522,178,R$ 13726.69,10223.78,RECIFE,4,FALSE,meat
1523,220,R$ 42156.38,36983.46,FORTALEZA,15,FALSE,meat
1524,224,R$ 44480.54,29920.32,SAO LUIS,12,FALSE,meat
1525,264,R$ 38441.42,25681.46,FORTALEZA,10,FALSE,meat
1526,203,R$ 53531.51,35709.52,RECIFE,14,FALSE,meat
1527,174,R$ 17194.33,12566.38,FORTALEZA,5,FALSE,meat
1528,166,R$ 27431.29,20770.61,RECIFE,6,FALSE,unknown
1529,224,R$ 23625.6,15967.32,RECIFE,6,FALSE,meat
1530,176,R$ 23606.23,16936.34,FORTALEZA,5,TRUE,unknown
1531,254,R$ 31160.67,24647.19,RECIFE,10,FALSE,meat
1532,130,R$ 20271.69,19896.62,RECIFE,8,FALSE,meat
1533,260,R$ 41938.62,33381.29,NATAL,13,FALSE,meat
1534,143,R$ 14334.45,13250.05,NATAL,4,FALSE,unknown
1535,113,R$ 7404.29,6249.71,RECIFE,2,FALSE,meat
1536,163,R$ 12307.65,8289.43,RECIFE,3,FALSE,meat
